Название улицы,Длина,Начальные координаты,Конечные координаты
Рысбай Абдыкадыров,64.865,"(72.7837727, 40.5224423)","(72.7845399, 40.5224559)"
,68.171,"(72.7837727, 40.5224423)","(72.7837048, 40.5230532)"
Щорса улица,64.861,"(72.782623, 40.5240421)","(72.7825757, 40.5246243)"
Щорса улица,199.649,"(72.782623, 40.5240421)","(72.7837048, 40.5230532)"
,195.07,"(72.782623, 40.5240421)","(72.7837048, 40.5230532)"
Пахта-Абадская улица,69.621,"(72.7857496, 40.5263637)","(72.785713, 40.5269892)"
Пахта-Абадская улица,169.227,"(72.7857496, 40.5263637)","(72.7858352, 40.5248432)"
Кирова переулок,134.309,"(72.7857496, 40.5263637)","(72.7841613, 40.526326)"
Кирова переулок,134.309,"(72.7841613, 40.526326)","(72.7857496, 40.5263637)"
,103.484,"(72.7841613, 40.526326)","(72.782937, 40.5263162)"
Саидова улица,66.864,"(72.7841613, 40.526326)","(72.78412, 40.5269265)"
Саидова улица,109.184,"(72.7841613, 40.526326)","(72.784228, 40.5253454)"
Гапара Айтиева улица,5.349,"(72.785713, 40.5269892)","(72.7856498, 40.5269867)"
Гапара Айтиева улица,6.001,"(72.785713, 40.5269892)","(72.7857815, 40.5270034)"
Пахта-Абадская улица,69.621,"(72.785713, 40.5269892)","(72.7857496, 40.5263637)"
Бобулова К. улица,78.431,"(72.8069759, 40.5235426)","(72.8066994, 40.5242159)"
Ленинград,69.711,"(72.8069759, 40.5235426)","(72.8061671, 40.5234199)"
Ленинград,42.505,"(72.8069759, 40.5235426)","(72.8074717, 40.5236065)"
,149.339,"(72.8069759, 40.5235426)","(72.8074602, 40.522251)"
Абдыкадырова,119.441,"(72.8053667, 40.5274787)","(72.806714, 40.5277911)"
Бобулова К. улица,38.578,"(72.8053667, 40.5274787)","(72.8054305, 40.5271376)"
Бобулова К. улица,180.96,"(72.8066994, 40.5242159)","(72.8059946, 40.5257526)"
Бобулова К. улица,78.431,"(72.8066994, 40.5242159)","(72.8069759, 40.5235426)"
,341.639,"(72.8066994, 40.5242159)","(72.8043736, 40.5261221)"
Абдыкадырова,54.748000000000005,"(72.8039972, 40.527155)","(72.8046102, 40.5273136)"
,120.01100000000001,"(72.8039972, 40.527155)","(72.8043736, 40.5261221)"
Абдыкадырова,16.77,"(72.8038151, 40.5270951)","(72.8039972, 40.527155)"
,378.815,"(72.8038151, 40.5270951)","(72.8042952, 40.5241931)"
Узгенская улица,354.379,"(72.8042952, 40.5241931)","(72.802548, 40.5270902)"
Узгенская улица,123.158,"(72.8042952, 40.5241931)","(72.8049274, 40.5231952)"
,378.815,"(72.8042952, 40.5241931)","(72.8038151, 40.5270951)"
Набережная улица,49.876,"(72.8080507, 40.5193411)","(72.8083528, 40.5189558)"
Набережная улица,492.631,"(72.8080507, 40.5193411)","(72.8049893, 40.5230999)"
,166.947,"(72.8080507, 40.5193411)","(72.8097369, 40.5198593)"
Набережная улица,73.265,"(72.8100736, 40.516761)","(72.8096299, 40.517327)"
,83.996,"(72.8100736, 40.516761)","(72.8096299, 40.517327)"
Набережная улица,362.491,"(72.8100736, 40.516761)","(72.8123302, 40.5140227)"
Генерала Нурматова улица,32.487,"(72.8123302, 40.5140227)","(72.8127081, 40.5140758)"
Генерала Нурматова улица,78.28,"(72.8123302, 40.5140227)","(72.8114167, 40.5139075)"
Набережная улица,362.491,"(72.8123302, 40.5140227)","(72.8100736, 40.516761)"
Ленинград,20.844,"(72.8100301, 40.5241807)","(72.8098042, 40.5241055)"
Ленинград,91.089,"(72.8100301, 40.5241807)","(72.8110132, 40.5245163)"
Таджик,67.247,"(72.8100301, 40.5241807)","(72.8097897, 40.5247572)"
Таджик,49.194,"(72.8097897, 40.5247572)","(72.8095631, 40.5251647)"
Таджик,67.247,"(72.8097897, 40.5247572)","(72.8100301, 40.5241807)"
,74.88,"(72.8097897, 40.5247572)","(72.8106454, 40.5249316)"
Таджик,85.409,"(72.8092668, 40.5258513)","(72.8092502, 40.5266193)"
Таджик,80.43299999999999,"(72.8092668, 40.5258513)","(72.8095631, 40.5251647)"
,111.45200000000001,"(72.8092668, 40.5258513)","(72.8105772, 40.5259477)"
Таджик,85.409,"(72.8092502, 40.5266193)","(72.8092668, 40.5258513)"
Памирская улица,37.198,"(72.8092502, 40.5266193)","(72.809667, 40.5267247)"
Памирская улица,103.90899999999999,"(72.8092502, 40.5266193)","(72.8080283, 40.5265531)"
Ленинградская улица,35.443,"(72.8121514, 40.5246604)","(72.8117384, 40.5246052)"
Ленинградская улица,49.711,"(72.8121514, 40.5246604)","(72.8127314, 40.5247345)"
Эргашева улица,199.16699999999997,"(72.8121514, 40.5246604)","(72.8112001, 40.5262948)"
Эргашева улица,199.16699999999997,"(72.8112001, 40.5262948)","(72.8121514, 40.5246604)"
Ленинградская улица,49.711,"(72.8127314, 40.5247345)","(72.8121514, 40.5246604)"
Ленинградская улица,131.621,"(72.8127314, 40.5247345)","(72.8142612, 40.5249557)"
переулок Ленинградский,216.079,"(72.8127314, 40.5247345)","(72.8122334, 40.5266207)"
Памирская улица,106.44200000000001,"(72.8122334, 40.5266207)","(72.8110497, 40.5269458)"
Памирская улица,73.968,"(72.8122334, 40.5266207)","(72.8130978, 40.5266467)"
,74.88,"(72.8106454, 40.5249316)","(72.8097897, 40.5247572)"
Памирская улица,131.62199999999999,"(72.809667, 40.5267247)","(72.8110497, 40.5269458)"
Памирская улица,37.198,"(72.809667, 40.5267247)","(72.8092502, 40.5266193)"
Таджикская улица,191.207,"(72.809667, 40.5267247)","(72.8096856, 40.5283619)"
Памирская улица,168.16,"(72.815703, 40.5272633)","(72.8137549, 40.526956)"
Абдуллаева улица,60.724,"(72.815703, 40.5272633)","(72.8156933, 40.5277626)"
Абдуллаева улица,70.8,"(72.815703, 40.5272633)","(72.8159315, 40.5266549)"
Абдуллаева улица,17.299,"(72.815989, 40.5258378)","(72.8160598, 40.5259709)"
Абдуллаева улица,71.958,"(72.815989, 40.5258378)","(72.8161889, 40.5252089)"
Колхозный переулок,279.762,"(72.815989, 40.5258378)","(72.8159315, 40.5266549)"
Абдуллаева улица,76.827,"(72.8159315, 40.5266549)","(72.8160598, 40.5259709)"
Абдуллаева улица,70.8,"(72.8159315, 40.5266549)","(72.815703, 40.5272633)"
Колхозный переулок,279.762,"(72.8159315, 40.5266549)","(72.815989, 40.5258378)"
Абдуллаева улица,60.724,"(72.8156933, 40.5277626)","(72.815703, 40.5272633)"
Абдуллаева улица,101.251,"(72.8156933, 40.5277626)","(72.8156814, 40.5286647)"
М. Мадумарова,233.97899999999998,"(72.8156933, 40.5277626)","(72.817511, 40.5276449)"
Абдуллаева улица,58.991,"(72.8156814, 40.5286647)","(72.8156269, 40.5291936)"
,28.065,"(72.8156814, 40.5286647)","(72.8160117, 40.5286907)"
Абдуллаева улица,101.251,"(72.8156814, 40.5286647)","(72.8156933, 40.5277626)"
Абдуллаева улица,179.139,"(72.8152893, 40.5310537)","(72.8143085, 40.5302376)"
Абдуллаева улица,209.077,"(72.8152893, 40.5310537)","(72.8156269, 40.5291936)"
Верхне Умавская,52.117000000000004,"(72.8152893, 40.5310537)","(72.8152608, 40.5315209)"
Мурадиложона Мадумарова,42.283,"(72.8143085, 40.5302376)","(72.8138183, 40.5301616)"
Мурадиложона Мадумарова,17.567,"(72.8143085, 40.5302376)","(72.8145011, 40.5301868)"
Абдуллаева улица,179.139,"(72.8143085, 40.5302376)","(72.8152893, 40.5310537)"
М. Мадумарова,9.461,"(72.817511, 40.5276449)","(72.8176229, 40.5276472)"
М. Мадумарова,233.97900000000004,"(72.817511, 40.5276449)","(72.8156933, 40.5277626)"
,86.115,"(72.817511, 40.5276449)","(72.8167136, 40.5273994)"
М. Мадумарова,9.461,"(72.8176229, 40.5276472)","(72.817511, 40.5276449)"
М. Мадумарова,136.408,"(72.8176229, 40.5276472)","(72.8191287, 40.527688)"
Мадумарова М. улица,111.167,"(72.8176229, 40.5276472)","(72.8175209, 40.5266543)"
М. Мадумарова,77.142,"(72.8191287, 40.527688)","(72.8193417, 40.5270134)"
М. Мадумарова,136.408,"(72.8191287, 40.527688)","(72.8176229, 40.5276472)"
,439.1790000000001,"(72.8191287, 40.527688)","(72.8182763, 40.5314233)"
М. Мадумарова,137.959,"(72.8193417, 40.5270134)","(72.8196545, 40.5257957)"
М. Мадумарова,77.142,"(72.8193417, 40.5270134)","(72.8191287, 40.527688)"
,151.013,"(72.8193417, 40.5270134)","(72.8210301, 40.5265789)"
М. Мадумарова,137.959,"(72.8196545, 40.5257957)","(72.8193417, 40.5270134)"
М. Мадумарова,47.884,"(72.8196545, 40.5257957)","(72.8192103, 40.525577)"
,81.63499999999999,"(72.8196545, 40.5257957)","(72.8199462, 40.526475)"
Мадумарова М. улица,40.199,"(72.8172978, 40.5261679)","(72.8173026, 40.5258064)"
,20.854,"(72.8172978, 40.5261679)","(72.8170513, 40.526176)"
Мадумарова М. улица,69.32300000000001,"(72.8172978, 40.5261679)","(72.8175209, 40.5266543)"
Мадумарова М. улица,20.632,"(72.8173026, 40.5258064)","(72.8170585, 40.5258066)"
Мадумарова М. улица,40.199,"(72.8173026, 40.5258064)","(72.8172978, 40.5261679)"
,56.814,"(72.8173026, 40.5258064)","(72.8174383, 40.5253428)"
М. Мадумарова,9.612,"(72.818521, 40.5255263)","(72.818632, 40.5255451)"
,34.825,"(72.818521, 40.5255263)","(72.8183654, 40.5258163)"
М. Мадумарова,94.86099999999999,"(72.818521, 40.5255263)","(72.8174383, 40.5253428)"
,86.115,"(72.8167136, 40.5273994)","(72.817511, 40.5276449)"
Абдуллаева улица,58.991,"(72.8156269, 40.5291936)","(72.8156814, 40.5286647)"
Абдуллаева улица,209.077,"(72.8156269, 40.5291936)","(72.8152893, 40.5310537)"
Мадумарова М. улица,118.285,"(72.8156269, 40.5291936)","(72.816961, 40.52949)"
Мадумарова М. улица,57.256,"(72.816961, 40.52949)","(72.81724, 40.5298629)"
Мадумарова М. улица,118.285,"(72.816961, 40.52949)","(72.8156269, 40.5291936)"
Мадумарова М. улица,207.21300000000002,"(72.816961, 40.52949)","(72.816807, 40.5311885)"
Мадумарова М. улица,94.06899999999999,"(72.816807, 40.5311885)","(72.8161154, 40.5316564)"
Мадумарова М. улица,207.69299999999998,"(72.816807, 40.5311885)","(72.81724, 40.5298629)"
Мадумарова М. улица,207.21300000000002,"(72.816807, 40.5311885)","(72.816961, 40.52949)"
Мадумарова М. улица,94.069,"(72.8161154, 40.5316564)","(72.816807, 40.5311885)"
,80.644,"(72.8161154, 40.5316564)","(72.8152608, 40.5315209)"
,187.96800000000002,"(72.8161154, 40.5316564)","(72.8182763, 40.5314233)"
Абдуллаева улица,11.502,"(72.816836, 40.5227314)","(72.8168703, 40.5226313)"
Абдуллаева улица,45.378,"(72.816836, 40.5227314)","(72.8166849, 40.523123)"
,86.731,"(72.816836, 40.5227314)","(72.8158224, 40.52261)"
Абдуллаева улица,11.502,"(72.8168703, 40.5226313)","(72.816836, 40.5227314)"
,63.502,"(72.8168703, 40.5226313)","(72.8176176, 40.52269)"
Абдуллаева улица,151.821,"(72.8168703, 40.5226313)","(72.8172336, 40.5213145)"
Гагарина улица,42.244,"(72.814855, 40.5224715)","(72.8147433, 40.5228418)"
Гагарина улица,28.993,"(72.814855, 40.5224715)","(72.814891, 40.5222122)"
,83.207,"(72.814855, 40.5224715)","(72.8158224, 40.52261)"
,86.731,"(72.8158224, 40.52261)","(72.816836, 40.5227314)"
,83.207,"(72.8158224, 40.52261)","(72.814855, 40.5224715)"
Культурная улица,186.85500000000002,"(72.8158224, 40.52261)","(72.8162565, 40.5209623)"
Гагарина улица,60.236,"(72.8137549, 40.526956)","(72.8136358, 40.5274901)"
Гагарина улица,69.615,"(72.8137549, 40.526956)","(72.8139374, 40.5263455)"
Памирская улица,168.16,"(72.8137549, 40.526956)","(72.815703, 40.5272633)"
Памирская улица,76.555,"(72.8137549, 40.526956)","(72.8128603, 40.5268715)"
Ниязова улица,19.297,"(72.812935, 40.5435569)","(72.8131627, 40.5435702)"
Ниязова улица,55.754999999999995,"(72.812935, 40.5435569)","(72.8123169, 40.5434015)"
,18.805,"(72.812935, 40.5435569)","(72.8128837, 40.5437214)"
Бекмурзаева улица,15.332,"(72.813899, 40.5440586)","(72.8139613, 40.5441881)"
Бекмурзаева улица,10.076,"(72.813899, 40.5440586)","(72.8139185, 40.5439692)"
,13.469,"(72.813899, 40.5440586)","(72.8137432, 40.5440842)"
Бекмурзаева улица,10.076,"(72.8139185, 40.5439692)","(72.813899, 40.5440586)"
,18.089,"(72.8139185, 40.5439692)","(72.813705, 40.5439811)"
Бекмурзаева улица,25.403,"(72.8139185, 40.5439692)","(72.813962, 40.5437441)"
,12.538,"(72.8138164, 40.5442124)","(72.8139613, 40.5441881)"
Бекмурзаева улица,7.57,"(72.8150046, 40.5451485)","(72.8150792, 40.5451108)"
Бекмурзаева улица,128.737,"(72.8150046, 40.5451485)","(72.8140497, 40.5443644)"
,39.977999999999994,"(72.8150046, 40.5451485)","(72.8150609, 40.5454892)"
,18.805,"(72.8128837, 40.5437214)","(72.812935, 40.5435569)"
Хожиматова улица,75.225,"(72.8128837, 40.5437214)","(72.8120771, 40.5434413)"
Хожиматова улица,251.30199999999996,"(72.8128837, 40.5437214)","(72.8129443, 40.5459767)"
,13.469,"(72.8137432, 40.5440842)","(72.813899, 40.5440586)"
,6.955,"(72.8103655, 40.5397685)","(72.8104478, 40.5397677)"
,31.186,"(72.8103655, 40.5397685)","(72.8104886, 40.5400329)"
,21.821,"(72.8103655, 40.5397685)","(72.8102984, 40.539579)"
,15.14,"(72.8104886, 40.5400329)","(72.8106667, 40.5400181)"
,31.186,"(72.8104886, 40.5400329)","(72.8103655, 40.5397685)"
,406.6789999999999,"(72.8104886, 40.5400329)","(72.8117241, 40.5427539)"
,13.517,"(72.8120771, 40.5434413)","(72.8121635, 40.543339)"
Хожиматова улица,4.691,"(72.8120771, 40.5434413)","(72.8120217, 40.5434386)"
Хожиматова улица,75.225,"(72.8120771, 40.5434413)","(72.8128837, 40.5437214)"
Бекмурзаева улица,20.979,"(72.8139613, 40.5441881)","(72.8140497, 40.5443644)"
Бекмурзаева улица,15.332,"(72.8139613, 40.5441881)","(72.813899, 40.5440586)"
,12.538,"(72.8139613, 40.5441881)","(72.8138164, 40.5442124)"
Бекмурзаева улица,20.979,"(72.8140497, 40.5443644)","(72.8139613, 40.5441881)"
,8.398,"(72.8140497, 40.5443644)","(72.8139562, 40.54439)"
Бекмурзаева улица,128.737,"(72.8140497, 40.5443644)","(72.8150046, 40.5451485)"
,6.955,"(72.8104478, 40.5397677)","(72.8103655, 40.5397685)"
,8.398,"(72.8139562, 40.54439)","(72.8140497, 40.5443644)"
,15.14,"(72.8106667, 40.5400181)","(72.8104886, 40.5400329)"
,18.089,"(72.813705, 40.5439811)","(72.8139185, 40.5439692)"
,39.977999999999994,"(72.8150609, 40.5454892)","(72.8150046, 40.5451485)"
,19.504,"(72.8115448, 40.5428624)","(72.8117241, 40.5427539)"
Ниязова улица,14.708,"(72.8121635, 40.543339)","(72.8123169, 40.5434015)"
,13.517,"(72.8121635, 40.543339)","(72.8120771, 40.5434413)"
Ниязова улица,81.047,"(72.8121635, 40.543339)","(72.8117241, 40.5427539)"
,54.083,"(72.8144287, 40.5352192)","(72.814287, 40.5356833)"
Ниязова улица,53.722,"(72.8116414, 40.5380126)","(72.811636, 40.5375303)"
Ниязова улица,104.153,"(72.8116414, 40.5380126)","(72.8114889, 40.5389403)"
,98.83800000000001,"(72.8116414, 40.5380126)","(72.8104754, 40.53799)"
,128.759,"(72.8137607, 40.5384518)","(72.8124684, 40.5385739)"
,36.721,"(72.8125129, 40.5389024)","(72.8124684, 40.5385739)"
Юлдам-Хаш улица,50.523,"(72.8125129, 40.5389024)","(72.8130428, 40.539019)"
Юлдам-Хаш улица,88.28,"(72.8125129, 40.5389024)","(72.8114889, 40.5389403)"
,140.79,"(72.8127042, 40.5374333)","(72.8136072, 40.5365851)"
,36.721,"(72.8124684, 40.5385739)","(72.8125129, 40.5389024)"
,91.515,"(72.8124684, 40.5385739)","(72.8128663, 40.5380795)"
,128.75900000000001,"(72.8124684, 40.5385739)","(72.8137607, 40.5384518)"
,82.589,"(72.8150755, 40.5359184)","(72.814287, 40.5356833)"
,73.60900000000001,"(72.8181427, 40.5381545)","(72.818275, 40.5387971)"
Шавкат Рахмон,14.84,"(72.8136072, 40.5365851)","(72.8134561, 40.5365171)"
Шавкат Рахмон,10.325,"(72.8136072, 40.5365851)","(72.8137159, 40.5366275)"
,140.79,"(72.8136072, 40.5365851)","(72.8127042, 40.5374333)"
Памирская,56.987,"(72.8135982, 40.5349409)","(72.812924, 40.534931)"
,167.228,"(72.8135982, 40.5349409)","(72.8131665, 40.5363893)"
Памирская,160.63799999999998,"(72.8135982, 40.5349409)","(72.8154962, 40.5349883)"
,352.358,"(72.8104754, 40.53799)","(72.8114234, 40.5349532)"
,33.89,"(72.8104754, 40.53799)","(72.8103757, 40.538284)"
,98.83800000000001,"(72.8104754, 40.53799)","(72.8116414, 40.5380126)"
,82.589,"(72.814287, 40.5356833)","(72.8150755, 40.5359184)"
,54.083,"(72.814287, 40.5356833)","(72.8144287, 40.5352192)"
,119.162,"(72.814287, 40.5356833)","(72.8137159, 40.5366275)"
Шавкат Рахмон,28.3,"(72.8131665, 40.5363893)","(72.8134561, 40.5365171)"
,167.228,"(72.8131665, 40.5363893)","(72.8135982, 40.5349409)"
Шавкат Рахмон,117.76400000000001,"(72.8131665, 40.5363893)","(72.8120531, 40.5357567)"
,91.515,"(72.8128663, 40.5380795)","(72.8124684, 40.5385739)"
Шавкат Рахмон,56.745,"(72.818275, 40.5387971)","(72.8177586, 40.5384709)"
Шавкат Рахмон,8.108,"(72.818275, 40.5387971)","(72.8183488, 40.5388437)"
,73.60900000000001,"(72.818275, 40.5387971)","(72.8181427, 40.5381545)"
,98.53200000000001,"(72.81524, 40.5365814)","(72.8144093, 40.5368561)"
Козубаева 3 улица,332.35800000000006,"(72.8258797, 40.538511)","(72.8257436, 40.5412831)"
,128.613,"(72.8258797, 40.538511)","(72.8256113, 40.5373883)"
,354.41200000000003,"(72.8258797, 40.538511)","(72.8266525, 40.5413179)"
,88.382,"(72.8184487, 40.5380525)","(72.8183488, 40.5388437)"
Макеева улица,147.958,"(72.8184487, 40.5380525)","(72.819913, 40.538782)"
,99.351,"(72.8184487, 40.5380525)","(72.8191807, 40.5375334)"
,38.317,"(72.819578, 40.537684)","(72.8191807, 40.5375334)"
Рахман улица,133.01,"(72.8257436, 40.5412831)","(72.8265077, 40.5423289)"
Рахман улица,109.011,"(72.8257436, 40.5412831)","(72.8247819, 40.5406827)"
